R,100,6
R,1k,6
R,4.7k,6
R,10k,6
R,100k,6
R,150,5
R,330,5
R,470,5
R,680,5
R,15k,5
R,220k,5
R,470k,5
R,1M,5
R,180,4
R,390,4
R,2.2k,4
R,56k,4
R,120k,4
R,330k,4
R,22k,3
R,270k,3
